epoc (ms),timestamp (+0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638241849003,2021-11-30T10.10.49.003,3.660,0.488,-0.061,-0.244
1638241849013,2021-11-30T10.10.49.013,3.670,0.366,0.000,-0.366
1638241849023,2021-11-30T10.10.49.023,3.680,0.366,-0.061,-0.305
1638241849033,2021-11-30T10.10.49.033,3.690,0.427,-0.061,-0.244
1638241849043,2021-11-30T10.10.49.043,3.700,0.488,-0.061,-0.244
1638241849053,2021-11-30T10.10.49.053,3.710,0.427,-0.122,-0.183
1638241849063,2021-11-30T10.10.49.063,3.720,0.488,-0.183,-0.122
1638241849073,2021-11-30T10.10.49.073,3.730,0.488,0.061,-0.061
1638241849083,2021-11-30T10.10.49.083,3.740,0.427,0.061,0.000
1638241849093,2021-11-30T10.10.49.093,3.750,0.488,-0.061,-0.122
1638241849103,2021-11-30T10.10.49.103,3.760,0.183,0.000,-0.122
1638241849113,2021-11-30T10.10.49.113,3.770,0.122,0.000,-0.305
1638241849123,2021-11-30T10.10.49.123,3.780,0.305,0.000,-0.305
1638241849133,2021-11-30T10.10.49.133,3.790,0.488,0.061,-0.305
1638241849143,2021-11-30T10.10.49.143,3.800,0.366,0.122,-0.244
1638241849153,2021-11-30T10.10.49.153,3.810,0.488,0.122,-0.366
1638241849163,2021-11-30T10.10.49.163,3.820,0.427,0.061,-0.488
1638241849173,2021-11-30T10.10.49.173,3.830,0.366,0.000,-0.427
1638241849183,2021-11-30T10.10.49.183,3.840,0.366,0.061,-0.549
1638241849193,2021-11-30T10.10.49.193,3.850,0.427,0.061,-0.488
1638241849203,2021-11-30T10.10.49.203,3.860,0.427,0.000,-0.427
1638241849213,2021-11-30T10.10.49.213,3.870,0.488,0.061,-0.488
1638241849223,2021-11-30T10.10.49.223,3.880,0.427,-0.061,-0.549
1638241849233,2021-11-30T10.10.49.233,3.890,0.366,0.061,-0.427
1638241849243,2021-11-30T10.10.49.243,3.900,0.305,0.183,-0.305
1638241849253,2021-11-30T10.10.49.253,3.910,0.488,0.122,-0.305
1638241849263,2021-11-30T10.10.49.263,3.920,0.427,0.061,-0.366
1638241849273,2021-11-30T10.10.49.273,3.930,0.244,0.122,-0.305
1638241849283,2021-11-30T10.10.49.283,3.940,0.244,0.122,-0.244
1638241849293,2021-11-30T10.10.49.293,3.950,0.305,0.061,-0.366
1638241849303,2021-11-30T10.10.49.303,3.960,0.305,0.122,-0.305
1638241849313,2021-11-30T10.10.49.313,3.970,0.305,0.122,-0.244
1638241849323,2021-11-30T10.10.49.323,3.980,0.305,0.183,-0.244
1638241849333,2021-11-30T10.10.49.333,3.990,0.427,0.183,-0.305
1638241849343,2021-11-30T10.10.49.343,4.000,0.427,0.122,-0.366
1638241849353,2021-11-30T10.10.49.353,4.010,0.427,0.122,-0.366
1638241849363,2021-11-30T10.10.49.363,4.020,0.366,0.122,-0.366
1638241849373,2021-11-30T10.10.49.373,4.030,0.366,0.244,-0.427
1638241849383,2021-11-30T10.10.49.383,4.040,0.427,0.183,-0.427
1638241849393,2021-11-30T10.10.49.393,4.050,0.427,0.122,-0.366
1638241849403,2021-11-30T10.10.49.403,4.060,0.427,0.061,-0.305
1638241849413,2021-11-30T10.10.49.413,4.070,0.366,0.122,-0.427
1638241849423,2021-11-30T10.10.49.423,4.080,0.244,0.122,-0.366
1638241849433,2021-11-30T10.10.49.433,4.090,0.183,0.061,-0.183
1638241849443,2021-11-30T10.10.49.443,4.100,0.305,0.000,-0.122
1638241849453,2021-11-30T10.10.49.453,4.110,0.305,0.061,-0.061
1638241849463,2021-11-30T10.10.49.463,4.120,0.305,0.061,-0.061
1638241849473,2021-11-30T10.10.49.473,4.130,0.183,0.183,0.000
1638241849483,2021-11-30T10.10.49.483,4.140,0.183,0.061,-0.122
1638241849493,2021-11-30T10.10.49.493,4.150,0.183,0.000,-0.122
1638241849503,2021-11-30T10.10.49.503,4.160,0.183,0.000,-0.183
1638241849513,2021-11-30T10.10.49.513,4.170,0.305,0.000,-0.183
1638241849523,2021-11-30T10.10.49.523,4.180,0.305,0.000,-0.183
1638241849533,2021-11-30T10.10.49.533,4.190,0.244,0.000,-0.183
1638241849543,2021-11-30T10.10.49.543,4.200,0.305,0.000,-0.183
1638241849553,2021-11-30T10.10.49.553,4.210,0.244,-0.061,-0.244
1638241849563,2021-11-30T10.10.49.563,4.220,0.366,-0.061,-0.305
1638241849573,2021-11-30T10.10.49.573,4.230,0.488,-0.061,-0.305
1638241849583,2021-11-30T10.10.49.583,4.240,0.427,-0.061,-0.305
1638241849593,2021-11-30T10.10.49.593,4.250,0.488,-0.122,-0.244
1638241849603,2021-11-30T10.10.49.603,4.260,0.427,-0.122,-0.244
1638241849613,2021-11-30T10.10.49.613,4.270,0.427,-0.061,-0.244
1638241849623,2021-11-30T10.10.49.623,4.280,0.366,-0.122,-0.244
1638241849633,2021-11-30T10.10.49.633,4.290,0.366,0.000,-0.183
1638241849643,2021-11-30T10.10.49.643,4.300,0.366,-0.061,-0.244
1638241849653,2021-11-30T10.10.49.653,4.310,0.366,-0.061,-0.244
1638241849663,2021-11-30T10.10.49.663,4.320,0.244,0.061,-0.244
1638241849673,2021-11-30T10.10.49.673,4.330,0.366,0.061,-0.305
1638241849683,2021-11-30T10.10.49.683,4.340,0.305,0.000,-0.244
1638241849693,2021-11-30T10.10.49.693,4.350,0.183,0.000,-0.183
1638241849703,2021-11-30T10.10.49.703,4.360,0.305,-0.061,-0.244
1638241849713,2021-11-30T10.10.49.713,4.370,0.305,0.000,-0.183
1638241849723,2021-11-30T10.10.49.723,4.380,0.183,0.122,-0.244
1638241849733,2021-11-30T10.10.49.733,4.390,0.183,0.061,-0.244
1638241849743,2021-11-30T10.10.49.743,4.400,0.183,0.000,-0.366
1638241849753,2021-11-30T10.10.49.753,4.410,0.305,0.122,-0.427
1638241849763,2021-11-30T10.10.49.763,4.420,0.366,0.061,-0.305
1638241849773,2021-11-30T10.10.49.773,4.430,0.366,0.000,-0.305
1638241849783,2021-11-30T10.10.49.783,4.440,0.366,0.000,-0.183
1638241849793,2021-11-30T10.10.49.793,4.450,0.366,0.000,-0.122
1638241849803,2021-11-30T10.10.49.803,4.460,0.366,0.000,-0.122
1638241849813,2021-11-30T10.10.49.813,4.470,0.244,0.122,-0.244
1638241849823,2021-11-30T10.10.49.823,4.480,0.183,0.122,-0.244
1638241849833,2021-11-30T10.10.49.833,4.490,0.183,0.122,-0.183
1638241849843,2021-11-30T10.10.49.843,4.500,0.244,0.122,-0.305
1638241849853,2021-11-30T10.10.49.853,4.510,0.305,0.122,-0.244
1638241849863,2021-11-30T10.10.49.863,4.520,0.366,0.183,-0.183
1638241849873,2021-11-30T10.10.49.873,4.530,0.427,0.122,-0.183
1638241849883,2021-11-30T10.10.49.883,4.540,0.366,0.122,-0.305
1638241849893,2021-11-30T10.10.49.893,4.550,0.305,0.244,-0.183
1638241849903,2021-11-30T10.10.49.903,4.560,0.366,0.183,-0.183
1638241849913,2021-11-30T10.10.49.913,4.570,0.427,0.183,-0.366
1638241849923,2021-11-30T10.10.49.923,4.580,0.366,0.244,-0.244
1638241849933,2021-11-30T10.10.49.933,4.590,0.488,0.122,-0.244
1638241849943,2021-11-30T10.10.49.943,4.600,0.488,0.183,-0.366
1638241849953,2021-11-30T10.10.49.953,4.610,0.610,0.244,-0.305
1638241849963,2021-11-30T10.10.49.963,4.620,0.488,0.366,-0.305
1638241849973,2021-11-30T10.10.49.973,4.630,0.488,0.305,-0.305
1638241849983,2021-11-30T10.10.49.983,4.640,0.549,0.183,-0.366
1638241849993,2021-11-30T10.10.49.993,4.650,0.488,0.305,-0.366
1638241850003,2021-11-30T10.10.50.003,4.660,0.427,0.366,-0.305
1638241850013,2021-11-30T10.10.50.013,4.670,0.366,0.366,-0.244
1638241850023,2021-11-30T10.10.50.023,4.680,0.427,0.366,-0.244
1638241850033,2021-11-30T10.10.50.033,4.690,0.427,0.366,-0.305
1638241850043,2021-11-30T10.10.50.043,4.700,0.427,0.488,-0.305
1638241850053,2021-11-30T10.10.50.053,4.710,0.488,0.488,-0.183
1638241850063,2021-11-30T10.10.50.063,4.720,0.488,0.549,-0.305
1638241850073,2021-11-30T10.10.50.073,4.730,0.488,0.427,-0.244
1638241850083,2021-11-30T10.10.50.083,4.740,0.366,0.427,-0.244
1638241850093,2021-11-30T10.10.50.093,4.750,0.305,0.488,-0.183
1638241850103,2021-11-30T10.10.50.103,4.760,0.366,0.549,-0.183
1638241850113,2021-11-30T10.10.50.113,4.770,0.427,0.610,-0.183
1638241850123,2021-11-30T10.10.50.123,4.780,0.549,0.610,-0.305
1638241850133,2021-11-30T10.10.50.133,4.790,0.549,0.549,-0.305
1638241850143,2021-11-30T10.10.50.143,4.800,0.549,0.488,-0.244
1638241850153,2021-11-30T10.10.50.153,4.810,0.549,0.610,-0.244
1638241850163,2021-11-30T10.10.50.163,4.820,0.610,0.671,-0.305
1638241850173,2021-11-30T10.10.50.173,4.830,0.610,0.610,-0.244
1638241850183,2021-11-30T10.10.50.183,4.840,0.549,0.610,-0.305
1638241850193,2021-11-30T10.10.50.193,4.850,0.427,0.488,-0.366
1638241850203,2021-11-30T10.10.50.203,4.860,0.305,0.549,-0.305
1638241850213,2021-11-30T10.10.50.213,4.870,0.427,0.610,-0.244
1638241850223,2021-11-30T10.10.50.223,4.880,0.488,0.671,-0.244
1638241850233,2021-11-30T10.10.50.233,4.890,0.427,0.671,-0.244
1638241850243,2021-11-30T10.10.50.243,4.900,0.427,0.610,-0.183
1638241850253,2021-11-30T10.10.50.253,4.910,0.488,0.610,-0.244
1638241850263,2021-11-30T10.10.50.263,4.920,0.366,0.671,-0.244
1638241850273,2021-11-30T10.10.50.273,4.930,0.427,0.671,-0.183
1638241850283,2021-11-30T10.10.50.283,4.940,0.488,0.732,-0.183
1638241850293,2021-11-30T10.10.50.293,4.950,0.488,0.671,-0.122
1638241850303,2021-11-30T10.10.50.303,4.960,0.366,0.732,-0.122
1638241850313,2021-11-30T10.10.50.313,4.970,0.305,0.732,-0.122
1638241850323,2021-11-30T10.10.50.323,4.980,0.122,0.671,-0.183
1638241850333,2021-11-30T10.10.50.333,4.990,0.061,0.610,-0.183
1638241850343,2021-11-30T10.10.50.343,5.000,0.488,0.610,-0.122
1638241850353,2021-11-30T10.10.50.353,5.010,0.549,0.671,-0.122
1638241850363,2021-11-30T10.10.50.363,5.020,0.305,0.671,-0.061
1638241850373,2021-11-30T10.10.50.373,5.030,0.244,0.610,0.000
1638241850383,2021-11-30T10.10.50.383,5.040,0.305,0.671,0.000
1638241850393,2021-11-30T10.10.50.393,5.050,0.122,0.610,-0.061
1638241850403,2021-11-30T10.10.50.403,5.060,0.122,0.610,0.061
1638241850413,2021-11-30T10.10.50.413,5.070,0.244,0.671,0.122
1638241850423,2021-11-30T10.10.50.423,5.080,0.366,0.671,0.061
1638241850433,2021-11-30T10.10.50.433,5.090,0.183,0.671,0.183
1638241850443,2021-11-30T10.10.50.443,5.100,0.122,0.610,0.122
1638241850453,2021-11-30T10.10.50.453,5.110,0.061,0.610,0.061
1638241850463,2021-11-30T10.10.50.463,5.120,0.000,0.671,-0.061
1638241850473,2021-11-30T10.10.50.473,5.130,0.061,0.610,-0.122
1638241850483,2021-11-30T10.10.50.483,5.140,0.061,0.610,-0.122
1638241850493,2021-11-30T10.10.50.493,5.150,0.244,0.549,-0.183
1638241850503,2021-11-30T10.10.50.503,5.160,0.366,0.488,-0.183
1638241850513,2021-11-30T10.10.50.513,5.170,0.244,0.610,-0.122
1638241850523,2021-11-30T10.10.50.523,5.180,0.244,0.549,-0.183
1638241850533,2021-11-30T10.10.50.533,5.190,0.244,0.549,-0.183
1638241850543,2021-11-30T10.10.50.543,5.200,0.244,0.488,-0.061
1638241850553,2021-11-30T10.10.50.553,5.210,0.244,0.488,-0.061
1638241850563,2021-11-30T10.10.50.563,5.220,0.183,0.488,-0.122
1638241850573,2021-11-30T10.10.50.573,5.230,0.244,0.427,-0.183
1638241850583,2021-11-30T10.10.50.583,5.240,0.244,0.488,-0.061
1638241850593,2021-11-30T10.10.50.593,5.250,0.305,0.366,0.000
1638241850603,2021-11-30T10.10.50.603,5.260,0.305,0.366,0.000
1638241850613,2021-11-30T10.10.50.613,5.270,0.183,0.427,-0.061
1638241850623,2021-11-30T10.10.50.623,5.280,0.183,0.366,-0.122
1638241850633,2021-11-30T10.10.50.633,5.290,0.183,0.305,-0.122
1638241850643,2021-11-30T10.10.50.643,5.300,0.183,0.366,-0.061
1638241850653,2021-11-30T10.10.50.653,5.310,0.183,0.366,0.000
1638241850663,2021-11-30T10.10.50.663,5.320,0.305,0.366,-0.061
1638241850673,2021-11-30T10.10.50.673,5.330,0.366,0.366,-0.183
1638241850683,2021-11-30T10.10.50.683,5.340,0.305,0.427,-0.244
1638241850693,2021-11-30T10.10.50.693,5.350,0.305,0.549,-0.244
1638241850703,2021-11-30T10.10.50.703,5.360,0.244,0.488,-0.244
1638241850713,2021-11-30T10.10.50.713,5.370,0.183,0.427,-0.305
1638241850723,2021-11-30T10.10.50.723,5.380,0.244,0.427,-0.305
1638241850733,2021-11-30T10.10.50.733,5.390,0.183,0.427,-0.305
1638241850743,2021-11-30T10.10.50.743,5.400,0.244,0.305,-0.244
1638241850753,2021-11-30T10.10.50.753,5.410,0.366,0.305,-0.183
1638241850763,2021-11-30T10.10.50.763,5.420,0.366,0.305,-0.183
1638241850773,2021-11-30T10.10.50.773,5.430,0.305,0.183,-0.183
1638241850783,2021-11-30T10.10.50.783,5.440,0.305,0.244,-0.183
1638241850793,2021-11-30T10.10.50.793,5.450,0.366,0.244,-0.183
1638241850803,2021-11-30T10.10.50.803,5.460,0.305,0.183,-0.122
1638241850813,2021-11-30T10.10.50.813,5.470,0.244,0.183,-0.183
1638241850823,2021-11-30T10.10.50.823,5.480,0.244,0.183,-0.061
1638241850833,2021-11-30T10.10.50.833,5.490,0.305,0.244,-0.061
1638241850843,2021-11-30T10.10.50.843,5.500,0.305,0.183,-0.122
1638241850853,2021-11-30T10.10.50.853,5.510,0.244,0.305,-0.122
1638241850863,2021-11-30T10.10.50.863,5.520,0.183,0.305,-0.183
1638241850873,2021-11-30T10.10.50.873,5.530,0.183,0.305,-0.183
1638241850883,2021-11-30T10.10.50.883,5.540,0.183,0.244,-0.122
1638241850893,2021-11-30T10.10.50.893,5.550,0.244,0.244,-0.183
1638241850903,2021-11-30T10.10.50.903,5.560,0.305,0.244,-0.244
1638241850913,2021-11-30T10.10.50.913,5.570,0.305,0.061,-0.122
1638241850923,2021-11-30T10.10.50.923,5.580,0.183,0.122,-0.061
1638241850933,2021-11-30T10.10.50.933,5.590,0.244,0.183,-0.122
1638241850943,2021-11-30T10.10.50.943,5.600,0.244,0.122,-0.061
1638241850953,2021-11-30T10.10.50.953,5.610,0.305,0.183,0.000
1638241850963,2021-11-30T10.10.50.963,5.620,0.244,0.183,0.061
1638241850973,2021-11-30T10.10.50.973,5.630,0.122,0.183,-0.122
1638241850983,2021-11-30T10.10.50.983,5.640,0.122,0.183,-0.122
1638241850993,2021-11-30T10.10.50.993,5.650,0.183,0.183,0.000
1638241851003,2021-11-30T10.10.51.003,5.660,0.122,0.183,-0.122
1638241851013,2021-11-30T10.10.51.013,5.670,0.183,0.061,-0.061
1638241851023,2021-11-30T10.10.51.023,5.680,0.122,0.061,0.061
1638241851033,2021-11-30T10.10.51.033,5.690,0.183,0.122,0.000
1638241851043,2021-11-30T10.10.51.043,5.700,0.122,0.122,-0.061
1638241851053,2021-11-30T10.10.51.053,5.710,0.122,0.061,0.000
1638241851063,2021-11-30T10.10.51.063,5.720,0.061,0.000,0.000
1638241851073,2021-11-30T10.10.51.073,5.730,0.183,-0.061,0.000
1638241851083,2021-11-30T10.10.51.083,5.740,0.183,0.000,0.000
1638241851093,2021-11-30T10.10.51.093,5.750,0.244,0.061,0.061
1638241851103,2021-11-30T10.10.51.103,5.760,0.183,0.061,0.061
1638241851113,2021-11-30T10.10.51.113,5.770,0.305,0.061,-0.061
1638241851123,2021-11-30T10.10.51.123,5.780,0.305,0.122,-0.061
1638241851133,2021-11-30T10.10.51.133,5.790,0.244,0.000,-0.122
1638241851143,2021-11-30T10.10.51.143,5.800,0.244,0.061,-0.122
1638241851153,2021-11-30T10.10.51.153,5.810,0.183,0.122,-0.183
1638241851163,2021-11-30T10.10.51.163,5.820,0.183,0.122,-0.244
1638241851173,2021-11-30T10.10.51.173,5.830,0.244,0.000,-0.183
1638241851183,2021-11-30T10.10.51.183,5.840,0.244,-0.061,-0.183
1638241851193,2021-11-30T10.10.51.193,5.850,0.305,-0.061,-0.305
1638241851203,2021-11-30T10.10.51.203,5.860,0.244,0.000,-0.305
1638241851213,2021-11-30T10.10.51.213,5.870,0.122,0.000,-0.183
1638241851223,2021-11-30T10.10.51.223,5.880,0.183,0.000,-0.122
1638241851233,2021-11-30T10.10.51.233,5.890,0.305,0.000,-0.183
1638241851243,2021-11-30T10.10.51.243,5.900,0.244,-0.061,-0.122
1638241851253,2021-11-30T10.10.51.253,5.910,0.244,0.000,-0.183
1638241851263,2021-11-30T10.10.51.263,5.920,0.366,0.000,-0.183
1638241851273,2021-11-30T10.10.51.273,5.930,0.366,0.000,-0.183
1638241851283,2021-11-30T10.10.51.283,5.940,0.305,0.000,-0.122
1638241851293,2021-11-30T10.10.51.293,5.950,0.366,-0.061,-0.061
1638241851303,2021-11-30T10.10.51.303,5.960,0.305,-0.061,-0.122
1638241851313,2021-11-30T10.10.51.313,5.970,0.305,0.000,-0.305
1638241851323,2021-11-30T10.10.51.323,5.980,0.183,0.000,-0.122
1638241851333,2021-11-30T10.10.51.333,5.990,0.244,-0.061,-0.122
1638241851343,2021-11-30T10.10.51.343,6.000,0.305,0.061,-0.244
1638241851353,2021-11-30T10.10.51.353,6.010,0.366,0.061,-0.366
1638241851363,2021-11-30T10.10.51.363,6.020,0.427,0.000,-0.366
1638241851373,2021-11-30T10.10.51.373,6.030,0.488,0.061,-0.366
1638241851383,2021-11-30T10.10.51.383,6.040,0.427,0.000,-0.427
1638241851393,2021-11-30T10.10.51.393,6.050,0.366,0.000,-0.488
1638241851403,2021-11-30T10.10.51.403,6.060,0.305,-0.061,-0.488
1638241851413,2021-11-30T10.10.51.413,6.070,0.305,-0.061,-0.549
1638241851423,2021-11-30T10.10.51.423,6.080,0.488,0.000,-0.549
1638241851433,2021-11-30T10.10.51.433,6.090,0.549,-0.061,-0.488
1638241851443,2021-11-30T10.10.51.443,6.100,0.549,0.000,-0.366
1638241851453,2021-11-30T10.10.51.453,6.110,0.488,0.061,-0.366
1638241851463,2021-11-30T10.10.51.463,6.120,0.427,0.061,-0.366
1638241851473,2021-11-30T10.10.51.473,6.130,0.366,0.000,-0.427
1638241851483,2021-11-30T10.10.51.483,6.140,0.366,0.061,-0.366
1638241851493,2021-11-30T10.10.51.493,6.150,0.366,0.061,-0.366
1638241851503,2021-11-30T10.10.51.503,6.160,0.366,0.122,-0.305
1638241851513,2021-11-30T10.10.51.513,6.170,0.305,0.183,-0.305
1638241851523,2021-11-30T10.10.51.523,6.180,0.305,0.061,-0.305
1638241851533,2021-11-30T10.10.51.533,6.190,0.183,0.183,-0.305
1638241851543,2021-11-30T10.10.51.543,6.200,0.244,0.244,-0.366
1638241851553,2021-11-30T10.10.51.553,6.210,0.305,0.183,-0.488
1638241851563,2021-11-30T10.10.51.563,6.220,0.305,0.122,-0.488
1638241851573,2021-11-30T10.10.51.573,6.230,0.061,0.183,-0.488
1638241851583,2021-11-30T10.10.51.583,6.240,0.305,0.000,-0.610
1638241851593,2021-11-30T10.10.51.593,6.250,0.427,0.122,-0.549
1638241851603,2021-11-30T10.10.51.603,6.260,0.488,0.122,-0.549
1638241851613,2021-11-30T10.10.51.613,6.270,0.427,0.000,-0.549
1638241851623,2021-11-30T10.10.51.623,6.280,0.366,0.061,-0.488
1638241851633,2021-11-30T10.10.51.633,6.290,0.366,0.183,-0.427
1638241851643,2021-11-30T10.10.51.643,6.300,0.366,0.122,-0.427
1638241851653,2021-11-30T10.10.51.653,6.310,0.366,0.183,-0.305
1638241851663,2021-11-30T10.10.51.663,6.320,0.366,0.183,-0.244
1638241851673,2021-11-30T10.10.51.673,6.330,0.366,0.183,-0.122
1638241851683,2021-11-30T10.10.51.683,6.340,0.305,0.183,-0.183
1638241851693,2021-11-30T10.10.51.693,6.350,0.244,0.122,0.061
1638241851703,2021-11-30T10.10.51.703,6.360,0.244,0.122,0.000
1638241851713,2021-11-30T10.10.51.713,6.370,0.244,0.183,-0.061
1638241851723,2021-11-30T10.10.51.723,6.380,0.183,0.183,0.000
1638241851733,2021-11-30T10.10.51.733,6.390,0.183,0.122,-0.122
1638241851743,2021-11-30T10.10.51.743,6.400,0.244,0.061,-0.244
1638241851753,2021-11-30T10.10.51.753,6.410,0.122,0.000,-0.244
1638241851763,2021-11-30T10.10.51.763,6.420,0.183,0.000,-0.122
1638241851773,2021-11-30T10.10.51.773,6.430,0.244,0.061,-0.183
1638241851783,2021-11-30T10.10.51.783,6.440,0.305,0.000,-0.183
1638241851793,2021-11-30T10.10.51.793,6.450,0.305,-0.061,-0.244
1638241851803,2021-11-30T10.10.51.803,6.460,0.244,0.000,-0.427
1638241851813,2021-11-30T10.10.51.813,6.470,0.244,-0.061,-0.427
1638241851823,2021-11-30T10.10.51.823,6.480,0.305,-0.183,-0.488
1638241851833,2021-11-30T10.10.51.833,6.490,0.305,-0.183,-0.427
1638241851843,2021-11-30T10.10.51.843,6.500,0.366,-0.183,-0.427
1638241851853,2021-11-30T10.10.51.853,6.510,0.488,-0.122,-0.427
1638241851863,2021-11-30T10.10.51.863,6.520,0.427,-0.122,-0.427
1638241851873,2021-11-30T10.10.51.873,6.530,0.427,-0.061,-0.427
1638241851883,2021-11-30T10.10.51.883,6.540,0.305,0.000,-0.488
1638241851893,2021-11-30T10.10.51.893,6.550,0.427,0.000,-0.549
1638241851903,2021-11-30T10.10.51.903,6.560,0.366,0.061,-0.427
1638241851913,2021-11-30T10.10.51.913,6.570,0.427,0.000,-0.427
1638241851923,2021-11-30T10.10.51.923,6.580,0.549,-0.122,-0.549
1638241851933,2021-11-30T10.10.51.933,6.590,0.488,-0.183,-0.549
1638241851943,2021-11-30T10.10.51.943,6.600,0.488,-0.122,-0.549
1638241851953,2021-11-30T10.10.51.953,6.610,0.549,-0.183,-0.488
1638241851963,2021-11-30T10.10.51.963,6.620,0.488,-0.183,-0.549
1638241851973,2021-11-30T10.10.51.973,6.630,0.610,-0.183,-0.610
1638241851983,2021-11-30T10.10.51.983,6.640,0.549,-0.122,-0.427
1638241851993,2021-11-30T10.10.51.993,6.650,0.488,-0.061,-0.427
1638241852003,2021-11-30T10.10.52.003,6.660,0.427,-0.122,-0.549
1638241852013,2021-11-30T10.10.52.013,6.670,0.549,-0.183,-0.549
1638241852023,2021-11-30T10.10.52.023,6.680,0.610,-0.244,-0.610
1638241852033,2021-11-30T10.10.52.033,6.690,0.671,-0.244,-0.610
1638241852043,2021-11-30T10.10.52.043,6.700,0.671,-0.244,-0.549
1638241852053,2021-11-30T10.10.52.053,6.710,0.732,-0.244,-0.427
1638241852063,2021-11-30T10.10.52.063,6.720,0.671,-0.244,-0.488
1638241852073,2021-11-30T10.10.52.073,6.730,0.549,-0.244,-0.549
1638241852083,2021-11-30T10.10.52.083,6.740,0.427,-0.305,-0.427
1638241852093,2021-11-30T10.10.52.093,6.750,0.427,-0.366,-0.427
1638241852103,2021-11-30T10.10.52.103,6.760,0.488,-0.244,-0.488
1638241852113,2021-11-30T10.10.52.113,6.770,0.427,-0.183,-0.366
1638241852123,2021-11-30T10.10.52.123,6.780,0.366,-0.244,-0.427
1638241852133,2021-11-30T10.10.52.133,6.790,0.488,-0.305,-0.488
1638241852143,2021-11-30T10.10.52.143,6.800,0.549,-0.305,-0.488
1638241852153,2021-11-30T10.10.52.153,6.810,0.549,-0.366,-0.549
1638241852163,2021-11-30T10.10.52.163,6.820,0.549,-0.366,-0.610
1638241852173,2021-11-30T10.10.52.173,6.830,0.549,-0.366,-0.610
1638241852183,2021-11-30T10.10.52.183,6.840,0.610,-0.427,-0.610
1638241852193,2021-11-30T10.10.52.193,6.850,0.671,-0.366,-0.610
1638241852203,2021-11-30T10.10.52.203,6.860,0.549,-0.366,-0.610
1638241852213,2021-11-30T10.10.52.213,6.870,0.671,-0.427,-0.488
1638241852223,2021-11-30T10.10.52.223,6.880,0.671,-0.427,-0.610
1638241852233,2021-11-30T10.10.52.233,6.890,0.549,-0.427,-0.610
1638241852243,2021-11-30T10.10.52.243,6.900,0.488,-0.427,-0.610
1638241852253,2021-11-30T10.10.52.253,6.910,0.488,-0.427,-0.610
1638241852263,2021-11-30T10.10.52.263,6.920,0.549,-0.366,-0.488
1638241852273,2021-11-30T10.10.52.273,6.930,0.427,-0.366,-0.549
1638241852283,2021-11-30T10.10.52.283,6.940,0.488,-0.427,-0.610
1638241852293,2021-11-30T10.10.52.293,6.950,0.488,-0.366,-0.549
1638241852303,2021-11-30T10.10.52.303,6.960,0.366,-0.244,-0.427
1638241852313,2021-11-30T10.10.52.313,6.970,0.427,-0.244,-0.549
1638241852323,2021-11-30T10.10.52.323,6.980,0.610,-0.366,-0.671
1638241852333,2021-11-30T10.10.52.333,6.990,0.488,-0.366,-0.732
1638241852343,2021-11-30T10.10.52.343,7.000,0.488,-0.305,-0.671
1638241852353,2021-11-30T10.10.52.353,7.010,0.610,-0.305,-0.671
1638241852363,2021-11-30T10.10.52.363,7.020,0.610,-0.305,-0.671
1638241852373,2021-11-30T10.10.52.373,7.030,0.732,-0.244,-0.549
1638241852383,2021-11-30T10.10.52.383,7.040,0.671,-0.244,-0.549
1638241852393,2021-11-30T10.10.52.393,7.050,0.610,-0.244,-0.610
1638241852403,2021-11-30T10.10.52.403,7.060,0.610,-0.183,-0.671
1638241852413,2021-11-30T10.10.52.413,7.070,0.549,-0.183,-0.488
1638241852423,2021-11-30T10.10.52.423,7.080,0.488,-0.183,-0.549
1638241852433,2021-11-30T10.10.52.433,7.090,0.549,-0.244,-0.488
1638241852443,2021-11-30T10.10.52.443,7.100,0.671,0.000,-0.427
1638241852453,2021-11-30T10.10.52.453,7.110,0.488,0.000,-0.427
